 latitude  |  longitude  |       speed        
-----------+-------------+--------------------
 45.592822 | -122.506658 |             35.792
 45.651602 | -122.567898 |             53.688
 45.650507 | -122.567395 | 55.925000000000004
 45.649363 |  -122.56689 |             51.451
 45.648188 | -122.566375 |              67.11
 45.646985 | -122.565893 |             60.399
 45.645783 |   -122.5654 |             60.399
 45.644593 | -122.564902 |             60.399
 45.643425 | -122.564423 |             53.688
 45.642268 |  -122.56394 | 58.162000000000006
 45.641128 |  -122.56347 | 58.162000000000006
 45.639977 | -122.562997 | 58.162000000000006
 45.638815 | -122.562515 | 58.162000000000006
 45.637652 | -122.562032 | 58.162000000000006
 45.636498 | -122.561553 | 58.162000000000006
 45.635372 | -122.561087 | 55.925000000000004
 45.634267 | -122.560658 | 55.925000000000004
 45.633135 | -122.560332 | 55.925000000000004
 45.631958 | -122.560122 | 58.162000000000006
 45.630748 | -122.560018 | 58.162000000000006
  45.62951 | -122.559945 |             60.399
 45.628252 | -122.559872 |             62.636
 45.626985 | -122.559802 |             62.636
 45.625728 | -122.559737 |             60.399
  45.62449 | -122.559697 |             60.399
 45.623248 |  -122.55965 |             60.399
 45.622012 | -122.559575 |             60.399
  45.62078 | -122.559398 |             60.399
  45.61955 | -122.558962 |             62.636
 45.618378 | -122.558252 |             62.636
 45.617297 | -122.557322 |             62.636
  45.61626 | -122.556342 |             60.399
  45.61505 | -122.555198 | 58.162000000000006
 45.614065 | -122.554303 | 55.925000000000004
 45.612988 | -122.553582 | 58.162000000000006
 45.611875 | -122.553105 | 55.925000000000004
 45.610833 | -122.552942 |             51.451
  45.60993 | -122.552873 |             42.503
 45.609158 | -122.552897 |             35.792
 45.608413 | -122.553027 |             35.792
 45.607675 | -122.553138 |             35.792
  45.60699 | -122.552977 |             33.555
 45.606473 | -122.552315 |             33.555
 45.606213 | -122.551352 |             35.792
 45.605945 | -122.550333 |             35.792
 45.605438 | -122.549507 |             38.029
 45.604678 | -122.549055 | 40.266000000000005
 45.603878 | -122.548785 | 40.266000000000005
 45.603108 |  -122.54851 |             38.029
 45.602455 | -122.547898 |             38.029
 45.602135 | -122.546787 |             42.503
 45.602028 | -122.545397 |             49.214
 45.601808 |  -122.54387 |             53.688
 45.601467 | -122.542292 | 55.925000000000004
 45.601105 | -122.540653 | 58.162000000000006
 45.600723 | -122.538965 |             60.399
 45.600312 |  -122.53725 |             62.636
 45.599903 | -122.535537 |             62.636
 45.599498 |  -122.53385 |             60.399
 45.599107 | -122.532205 | 58.162000000000006
 45.598722 | -122.530593 | 58.162000000000006
  45.59833 | -122.528953 | 58.162000000000006
 45.597935 | -122.527287 |             60.399
 45.597537 | -122.525627 |             60.399
 45.597137 | -122.523997 | 58.162000000000006
  45.59669 | -122.522352 |             60.399
 45.596228 | -122.520665 |             62.636
 45.595768 | -122.518963 |             62.636
 45.595302 | -122.517265 |             62.636
  45.59484 | -122.515583 |             62.636
 45.594393 | -122.513942 |             60.399
 45.593967 |  -122.51239 | 55.925000000000004
  45.59353 |  -122.51091 |             53.688
 45.593077 |  -122.50947 |             53.688
 45.592648 | -122.508107 |             49.214
 45.592238 | -122.506963 |             42.503
 45.591765 | -122.505987 | 40.266000000000005
 45.591365 | -122.505158 |             33.555
 45.591165 | -122.504517 |              22.37
  45.59113 | -122.504077 |             13.422
 45.591272 | -122.503768 |             11.185
 45.591623 |  -122.50376 |             17.896
 45.592113 | -122.503792 |             24.607
 45.592673 | -122.503797 |             26.844
 45.593245 |  -122.50381 |             26.844
  45.59376 | -122.503837 |             24.607
 45.594103 | -122.503858 |             13.422
 45.594137 | -122.503857 |                  0
 45.594138 | -122.503857 |                  0
 45.594222 | -122.503882 |              4.474
 45.594295 |  -122.50405 |              6.711
 45.594272 | -122.504267 |              6.711
   45.5942 | -122.504465 |              6.711
 45.594138 | -122.504668 |              6.711
 45.594168 |   -122.5049 |              6.711
  45.59424 | -122.505097 |              6.711
 45.594333 |  -122.50532 |              8.948
 45.594433 | -122.505545 |              6.711
  45.59453 | -122.505778 |              8.948
 45.594623 | -122.506017 |              8.948
 45.594743 | -122.506197 |              6.711
 45.594905 | -122.506165 |              8.948
 45.594945 |  -122.50598 |              4.474
 45.594857 | -122.505805 |              6.711
 45.593212 | -122.504093 | 20.133000000000003
 45.592837 | -122.504295 | 20.133000000000003
  45.59256 | -122.504868 |             24.607
 45.592595 | -122.505702 | 29.081000000000003
  45.59115 | -122.504352 | 20.133000000000003
  45.59114 | -122.504062 |              8.948
  45.59114 | -122.503995 |              2.237
 45.591308 | -122.503767 |             11.185
 45.591682 | -122.503805 |             17.896
 45.592188 | -122.503845 |             24.607
  45.59276 | -122.503827 |             26.844
  45.59337 | -122.503835 | 29.081000000000003
  45.59389 | -122.503875 |             24.607
  45.59412 | -122.503872 |              8.948
 45.594128 |  -122.50387 |                  0
 45.594128 |  -122.50387 |                  0
 45.594128 |  -122.50387 |                  0
  45.59413 |  -122.50387 |                  0
  45.59425 | -122.503927 |              6.711
 45.594283 | -122.504125 |              6.711
 45.594242 |  -122.50436 |              6.711
 45.594147 | -122.504582 |              6.711
 45.594127 | -122.504818 |              6.711
 45.594192 | -122.505045 |              6.711
  45.59429 | -122.505265 |              8.948
  45.59439 | -122.505497 |              8.948
 45.594492 | -122.505732 |              8.948
 45.594592 | -122.505982 |              6.711
 45.594732 |  -122.50618 |              8.948
 45.594908 | -122.506163 |              6.711
 45.594948 |  -122.50598 |              4.474
 45.594865 | -122.505798 |              6.711
 45.594755 |  -122.50561 |              6.711
  45.59464 | -122.505405 |              8.948
 45.594522 |  -122.50522 |              6.711
 45.594387 | -122.504833 |              8.948
 45.594268 | -122.504577 |              8.948
 45.594212 | -122.504335 |              6.711
 45.594145 |  -122.50415 |              6.711
 45.593942 | -122.504077 |              8.948
 45.593637 | -122.504063 |             15.659
 45.593255 | -122.504083 |             17.896
 45.592852 |  -122.50428 | 20.133000000000003
 45.592563 | -122.504883 |             24.607
 45.592605 |  -122.50574 | 29.081000000000003
 45.592827 | -122.506722 |             35.792
 45.593085 | -122.507882 |             42.503
 45.593402 | -122.509223 |             49.214
 45.593777 |   -122.5107 |             53.688
 45.594158 | -122.512263 | 55.925000000000004
 45.594552 | -122.513843 | 55.925000000000004
 45.594963 | -122.515407 | 55.925000000000004
 45.595378 | -122.516947 | 55.925000000000004
  45.59579 | -122.518463 | 55.925000000000004
 45.596202 | -122.519965 | 55.925000000000004
 45.596603 | -122.521448 |             53.688
 45.597003 | -122.522908 |             53.688
 45.597393 | -122.524377 |             53.688
 45.597765 | -122.525915 | 55.925000000000004
 45.598138 | -122.527472 | 55.925000000000004
  45.59851 | -122.529022 | 55.925000000000004
 45.598887 | -122.530605 | 58.162000000000006
 45.637768 | -122.602565 |              2.237
 45.637732 | -122.602578 |              2.237
 45.637693 | -122.602707 |              2.237
 45.637695 |  -122.60297 |              8.948
 45.637712 | -122.603287 |              8.948
 45.637722 | -122.603567 |              8.948
 45.637743 | -122.603873 |              8.948
 45.637797 | -122.604158 |              8.948
 45.637808 | -122.604432 |              8.948
 45.637807 | -122.604678 |              6.711
 45.637807 | -122.604755 |              2.237
 45.637727 | -122.604928 |              6.711
 45.637455 | -122.604947 |             13.422
 45.637142 | -122.604932 |             13.422
 45.636845 | -122.604923 |             13.422
 45.636695 | -122.604918 |              6.711
 45.636607 | -122.604913 |              2.237
 45.636605 | -122.604912 |                  0
 45.636467 | -122.604832 |              6.711
 45.636422 | -122.604457 |             13.422
 45.636458 | -122.603765 |             24.607
 45.636485 | -122.602843 |             31.318
 45.636517 | -122.601902 |             31.318
 45.636585 | -122.601015 | 29.081000000000003
 45.636647 | -122.600472 |             17.896
  45.63667 | -122.600322 |                  0
 45.636755 | -122.600075 |              8.948
  45.63705 |  -122.60001 |             13.422
 45.637543 | -122.600033 |             24.607
 45.638158 | -122.600055 | 29.081000000000003
 45.638793 | -122.600072 | 29.081000000000003
 45.639383 |  -122.60009 | 29.081000000000003
  45.63997 | -122.600145 | 29.081000000000003
 45.640592 | -122.600377 |             31.318
 45.641312 | -122.600643 |             35.792
 45.642117 |  -122.60067 |             38.029
 45.642917 | -122.600647 |             38.029
 45.643588 | -122.600625 |             31.318
 45.644115 | -122.600593 |             24.607
 45.644447 | -122.600573 |             15.659
 45.644532 | -122.600575 |              2.237
 45.644548 | -122.600582 |                  0
 45.644792 | -122.600588 |             13.422
 45.645257 | -122.600587 |              22.37
 45.645802 | -122.600635 |             26.844
 45.646458 |  -122.60081 |             33.555
  45.64713 | -122.600993 |             31.318
 45.647697 | -122.601125 |             26.844
  45.64808 |  -122.60116 |             17.896
 45.648282 | -122.600768 |             17.896
 45.648507 | -122.600125 |             24.607
 45.648835 | -122.599372 |             31.318
  45.64923 | -122.598487 |             35.792
 45.649677 | -122.597447 |             42.503
   45.6502 | -122.596268 | 46.977000000000004
 45.650775 | -122.594997 |             51.451
 45.651377 | -122.593672 |             53.688
 45.651997 | -122.592298 | 55.925000000000004
 45.652637 | -122.590887 | 58.162000000000006
 45.653278 | -122.589475 | 58.162000000000006
 45.653923 |  -122.58806 | 58.162000000000006
 45.654567 | -122.586648 | 58.162000000000006
 45.655177 | -122.585243 | 55.925000000000004
 45.655638 | -122.583745 | 55.925000000000004
  45.65589 | -122.582213 |             53.688
  45.65599 | -122.580685 |             51.451
 45.655927 |  -122.57913 |             53.688
 45.655775 | -122.577562 |             53.688
 45.655635 | -122.575993 |             53.688
  45.65543 | -122.574533 |             51.451
 45.655027 | -122.573033 | 55.925000000000004
  45.65461 | -122.571513 | 55.925000000000004
 45.654207 | -122.570117 |             51.451
 45.653577 | -122.569018 |             49.214
 45.652632 | -122.568418 |             51.451
  45.55837 |  -122.56513 |              8.948
 45.558495 | -122.564942 |              6.711
 45.558602 |  -122.56476 |              6.711
 45.558688 | -122.564615 |              4.474
 45.558723 | -122.564562 |              2.237
 45.558723 | -122.564562 |                  0
 45.558795 | -122.564317 |              4.474
 45.558658 | -122.564197 |              6.711
 45.558545 | -122.564145 |              4.474
 45.558527 | -122.564132 |                  0
 45.558527 | -122.564132 |                  0
 45.558527 | -122.564132 |                  0
 45.558483 | -122.564098 |              2.237
  45.55835 | -122.563945 |              8.948
  45.55841 | -122.563625 |             11.185
 45.558627 | -122.563083 |             17.896
 45.558875 | -122.562435 |             31.318
 45.559127 | -122.561958 | 20.133000000000003
 45.559367 | -122.561728 |             13.422
 45.559467 | -122.561638 |              4.474
 45.559483 | -122.561623 |                  0
 45.559483 | -122.561623 |                  0
 45.559498 | -122.561612 |              2.237
 45.559698 | -122.561432 |             11.185
 45.560093 | -122.561102 |              22.37
 45.560702 | -122.560945 | 29.081000000000003
  45.56149 | -122.560915 |             38.029
  45.56232 | -122.560567 |             42.503
 45.563048 |  -122.55979 |              44.74
 45.563772 |  -122.55888 | 46.977000000000004
 45.564528 | -122.557898 |             49.214
 45.565325 |  -122.55688 |             51.451
  45.56605 | -122.555938 | 46.977000000000004
 45.566757 | -122.555008 | 46.977000000000004
 45.567527 | -122.553988 |             51.451
 45.568357 |  -122.55289 | 55.925000000000004
 45.569232 | -122.551733 | 58.162000000000006
  45.57014 | -122.550538 |             60.399
 45.571073 | -122.549367 |             60.399
 45.572043 | -122.548258 |             60.399
 45.573065 |  -122.54723 |             60.399
  45.57413 | -122.546322 |             60.399
 45.575212 | -122.545565 | 58.162000000000006
 45.576328 | -122.544907 | 58.162000000000006
 45.577468 | -122.544375 | 58.162000000000006
 45.578637 | -122.543968 | 58.162000000000006
 45.579845 | -122.543678 |             60.399
 45.581083 | -122.543532 |             60.399
 45.582318 | -122.543518 |             60.399
 45.583577 | -122.543647 |             60.399
 45.584812 | -122.543903 |             60.399
 45.585987 | -122.544288 | 58.162000000000006
 45.587122 | -122.544787 | 58.162000000000006
 45.588218 | -122.545383 | 58.162000000000006
 45.589297 | -122.546025 | 55.925000000000004
 45.590375 | -122.546655 | 55.925000000000004
 45.591442 | -122.547305 | 55.925000000000004
 45.592515 |  -122.54794 | 55.925000000000004
 45.593597 | -122.548512 | 55.925000000000004
 45.594677 | -122.549018 | 55.925000000000004
 45.595755 | -122.549462 |             53.688
  45.59683 | -122.549857 |             53.688
 45.597915 |  -122.55019 |             53.688
 45.599018 | -122.550482 | 55.925000000000004
 45.600163 | -122.550715 | 55.925000000000004
  45.60133 | -122.550902 | 58.162000000000006
 45.602477 | -122.551082 | 55.925000000000004
 45.603527 | -122.551188 |             49.214
 45.604355 | -122.551258 |             38.029
  45.60497 |  -122.55131 | 29.081000000000003
  45.60544 | -122.551122 |             24.607
 45.605645 | -122.550477 |             24.607
 45.605383 | -122.549768 | 29.081000000000003
 45.604763 | -122.549213 |             35.792
 45.603972 | -122.548863 | 40.266000000000005
  45.60328 | -122.548583 |             33.555
  45.60271 | -122.548212 | 29.081000000000003
  45.60229 | -122.547467 |             33.555
 45.602135 | -122.546433 |             35.792
 45.602027 | -122.545178 |             42.503
 45.601808 | -122.543765 |             49.214
 45.601477 | -122.542272 |             53.688
  45.60112 | -122.540695 | 55.925000000000004
 45.600757 | -122.539043 | 58.162000000000006
  45.60036 | -122.537378 |             60.399
 45.599975 | -122.535758 | 58.162000000000006
 45.599595 | -122.534163 | 58.162000000000006
 45.599218 | -122.532585 | 55.925000000000004
 45.598843 |  -122.53101 | 55.925000000000004
 45.598468 | -122.529438 | 55.925000000000004
 45.598085 |  -122.52784 | 58.162000000000006
 45.597695 | -122.526207 | 58.162000000000006
 45.597297 | -122.524553 |             60.399
  45.59686 | -122.522915 |             60.399
 45.596415 |  -122.52129 |             60.399
 45.595973 | -122.519672 | 58.162000000000006
 45.595537 | -122.518068 | 58.162000000000006
   45.5951 | -122.516475 | 58.162000000000006
 45.594658 | -122.514863 |             60.399
 45.594215 | -122.513238 | 58.162000000000006
  45.59377 | -122.511635 | 58.162000000000006
 45.593293 | -122.510107 | 55.925000000000004
  45.59287 |  -122.50876 |             49.214
 45.592508 | -122.507613 |             42.503
 45.592117 |  -122.50667 |             38.029
  45.59168 | -122.505792 |             35.792
 45.591308 | -122.505008 |             31.318
 45.572883 | -122.547868 |             53.688
 45.572062 | -122.548763 |              44.74
 45.571275 | -122.549743 |             51.451
  45.57045 | -122.550852 | 55.925000000000004
 45.569585 | -122.552012 | 58.162000000000006
 45.568722 |  -122.55318 | 58.162000000000006
 45.567882 | -122.554312 | 55.925000000000004
 45.567048 | -122.555443 | 55.925000000000004
 45.566238 | -122.556557 |             53.688
 45.565412 | -122.557653 | 55.925000000000004
 45.564567 | -122.558765 | 55.925000000000004
 45.563777 | -122.559807 |             51.451
 45.563022 | -122.560817 |             49.214
 45.562287 | -122.561857 |             49.214
 45.561625 | -122.562878 | 46.977000000000004
 45.561062 | -122.563765 | 40.266000000000005
 45.560638 |  -122.56444 | 29.081000000000003
  45.56049 | -122.565082 |              22.37
 45.560747 | -122.565572 | 20.133000000000003
 45.561105 | -122.565627 |             17.896
  45.56123 | -122.565555 |              4.474
 45.561265 | -122.565507 |              2.237
 45.561285 | -122.565207 |             11.185
 45.561097 | -122.564687 | 20.133000000000003
 45.560842 | -122.563987 |             26.844
  45.56056 | -122.563217 | 29.081000000000003
 45.560215 | -122.562437 |             31.318
  45.55988 | -122.561873 |             24.607
 45.559688 | -122.561612 |             11.185
  45.55935 | -122.561805 |             15.659
 45.559068 | -122.562235 | 20.133000000000003
 45.558842 |  -122.56285 |              22.37
 45.558618 | -122.563492 |             24.607
 45.558387 | -122.564118 |             24.607
  45.55817 | -122.564682 | 20.133000000000003
 45.558035 | -122.565052 |             13.422
  45.55806 | -122.565242 |              4.474
 45.558168 |  -122.56529 |              4.474
 45.558298 | -122.565188 |              6.711
 45.558447 | -122.565003 |              8.948
 45.558563 | -122.564827 |              6.711
  45.55865 | -122.564682 |              4.474
 45.558715 | -122.564578 |              2.237
 45.558723 | -122.564568 |                  0
 45.558723 | -122.564568 |                  0
 45.558702 |  -122.56422 |              6.711
 45.558555 | -122.564142 |              6.711
 45.558522 |  -122.56412 |                  0
 45.558492 | -122.564103 |                  0
 45.558492 | -122.564103 |                  0
 45.558413 | -122.564032 |              4.474
 45.558382 | -122.563708 |             11.185
 45.558603 | -122.563138 |              22.37
  45.55887 | -122.562455 |             24.607
 45.559175 | -122.561917 |              22.37
  45.55946 | -122.561657 |             15.659
 45.559565 | -122.561568 |              4.474
 45.559567 | -122.561565 |                  0
 45.559667 | -122.561473 |              4.474
 45.559985 | -122.561188 |             17.896
 45.560485 | -122.560963 |             24.607
 45.561187 | -122.560938 |             33.555
 45.561995 | -122.560788 | 40.266000000000005
 45.562732 |  -122.56018 | 40.266000000000005
 45.563418 |  -122.55934 |             42.503
 45.564143 |  -122.55842 | 46.977000000000004
 45.564918 | -122.557435 |             62.636
 45.565735 | -122.556357 |              44.74
 45.566603 | -122.555208 |             71.584
 45.567508 | -122.554015 |             60.399
 45.568435 |  -122.55279 |             60.399
 45.569373 |  -122.55155 |             62.636
 45.570323 |  -122.55031 |             62.636
 45.571292 | -122.549105 |             62.636
 45.572297 | -122.547977 |             62.636
 45.573337 | -122.546968 |             60.399
 45.574407 | -122.546093 |             60.399
 45.575498 | -122.545363 | 58.162000000000006
 45.576585 | -122.544753 | 55.925000000000004
 45.577732 | -122.544247 | 58.162000000000006
  45.57893 | -122.543863 |             60.399
 45.580137 | -122.543617 | 58.162000000000006
 45.581388 | -122.543498 |             60.399
  45.58267 | -122.543523 |             62.636
 45.583947 | -122.543695 |             62.636
 45.585178 | -122.544007 |             60.399
 45.586388 |  -122.54445 |             60.399
 45.587557 | -122.545015 |             60.399
 45.588682 | -122.545667 | 58.162000000000006
 45.589787 | -122.546352 | 58.162000000000006
 45.590887 | -122.547007 | 58.162000000000006
