,County,TotalPop,State
1413,Coconino County,3573,Arizona
1414,Coconino County,1967,Arizona
1415,Coconino County,7515,Arizona
1416,Coconino County,6589,Arizona
1417,Coconino County,5414,Arizona
1418,Coconino County,3942,Arizona
1419,Coconino County,3736,Arizona
1420,Coconino County,4559,Arizona
1421,Coconino County,4272,Arizona
1422,Coconino County,3907,Arizona
1423,Coconino County,4978,Arizona
1424,Gila County,2305,Arizona
1425,Gila County,2058,Arizona
1426,Gila County,6089,Arizona
1427,Gila County,2846,Arizona
1428,Gila County,4218,Arizona
1429,Gila County,5324,Arizona
1430,Gila County,1369,Arizona
1431,Gila County,1879,Arizona
1432,Gila County,1409,Arizona
1433,Gila County,3018,Arizona
1434,Gila County,4793,Arizona
1435,Gila County,3779,Arizona
1436,Gila County,4839,Arizona
1437,Gila County,1091,Arizona
1438,Gila County,2158,Arizona
1439,Gila County,5970,Arizona
1440,Graham County,4641,Arizona
1441,Graham County,4487,Arizona
1442,Graham County,3385,Arizona
1443,Graham County,3707,Arizona
1444,Graham County,3424,Arizona
1445,Graham County,5077,Arizona
1446,Graham County,4437,Arizona
1447,Graham County,2813,Arizona
1448,Graham County,5729,Arizona
1449,Greenlee County,2715,Arizona
1450,Greenlee County,3892,Arizona
1451,Greenlee County,2761,Arizona
1452,La Paz County,2158,Arizona
1453,La Paz County,1962,Arizona
1454,La Paz County,616,Arizona
1455,La Paz County,2002,Arizona
1456,La Paz County,4178,Arizona
1457,La Paz County,1269,Arizona
1458,La Paz County,3074,Arizona
1459,La Paz County,5218,Arizona
1460,La Paz County,0,Arizona
1461,Maricopa County,4915,Arizona
1462,Maricopa County,4602,Arizona
1463,Maricopa County,4539,Arizona
1464,Maricopa County,4243,Arizona
1465,Maricopa County,5110,Arizona
1466,Maricopa County,5404,Arizona
1467,Maricopa County,6395,Arizona
1468,Maricopa County,1747,Arizona
1469,Maricopa County,2971,Arizona
1470,Maricopa County,3074,Arizona
1471,Maricopa County,4652,Arizona
1472,Maricopa County,4718,Arizona
1473,Maricopa County,7597,Arizona
1474,Maricopa County,7038,Arizona
1475,Maricopa County,5402,Arizona
1476,Maricopa County,5148,Arizona
1477,Maricopa County,7602,Arizona
1478,Maricopa County,4272,Arizona
1479,Maricopa County,2961,Arizona
1480,Maricopa County,1450,Arizona
1481,Maricopa County,3420,Arizona
1482,Maricopa County,2053,Arizona
1483,Maricopa County,3614,Arizona
1484,Maricopa County,6121,Arizona
1485,Maricopa County,3046,Arizona
1486,Maricopa County,3823,Arizona
1487,Maricopa County,3564,Arizona
1488,Maricopa County,4972,Arizona
1489,Maricopa County,3791,Arizona
1490,Maricopa County,7874,Arizona
1491,Maricopa County,9096,Arizona
1492,Maricopa County,7739,Arizona
1493,Maricopa County,7801,Arizona
1494,Maricopa County,4923,Arizona
1495,Maricopa County,9919,Arizona
1496,Maricopa County,5625,Arizona
1497,Maricopa County,5898,Arizona
1498,Maricopa County,4959,Arizona
1499,Maricopa County,5484,Arizona
1500,Maricopa County,2726,Arizona
1501,Maricopa County,5069,Arizona
1502,Maricopa County,3367,Arizona
1503,Maricopa County,5792,Arizona
1504,Maricopa County,3693,Arizona
1505,Maricopa County,10411,Arizona
1506,Maricopa County,5449,Arizona
1507,Maricopa County,7226,Arizona
1508,Maricopa County,8258,Arizona
1509,Maricopa County,6273,Arizona
1510,Maricopa County,6327,Arizona
1511,Maricopa County,5422,Arizona
1512,Maricopa County,6089,Arizona
1513,Maricopa County,3249,Arizona
1514,Maricopa County,4419,Arizona
1515,Maricopa County,4254,Arizona
1516,Maricopa County,3764,Arizona
1517,Maricopa County,2117,Arizona
1518,Maricopa County,10647,Arizona
1519,Maricopa County,11473,Arizona
1520,Maricopa County,2059,Arizona
1521,Maricopa County,10056,Arizona
1522,Maricopa County,5526,Arizona
1523,Maricopa County,4873,Arizona
1524,Maricopa County,2967,Arizona
1525,Maricopa County,4425,Arizona
1526,Maricopa County,8296,Arizona
1527,Maricopa County,4564,Arizona
1528,Maricopa County,6618,Arizona
1529,Maricopa County,6957,Arizona
1530,Maricopa County,8275,Arizona
1531,Maricopa County,6963,Arizona
1532,Maricopa County,3729,Arizona
1533,Maricopa County,4973,Arizona
1534,Maricopa County,4275,Arizona
1535,Maricopa County,4530,Arizona
1536,Maricopa County,4202,Arizona
1537,Maricopa County,4447,Arizona
1538,Maricopa County,2377,Arizona
1539,Maricopa County,2727,Arizona
1540,Maricopa County,7820,Arizona
1541,Maricopa County,6188,Arizona
1542,Maricopa County,6016,Arizona
1543,Maricopa County,3585,Arizona
1544,Maricopa County,2333,Arizona
1545,Maricopa County,6453,Arizona
1546,Maricopa County,1894,Arizona
1547,Maricopa County,2042,Arizona
1548,Maricopa County,5663,Arizona
1549,Maricopa County,4644,Arizona
1550,Maricopa County,3301,Arizona
1551,Maricopa County,6788,Arizona
1552,Maricopa County,4089,Arizona
1553,Maricopa County,5848,Arizona
1554,Maricopa County,4117,Arizona
1555,Maricopa County,3547,Arizona
1556,Maricopa County,6268,Arizona
1557,Maricopa County,1619,Arizona
1558,Maricopa County,4238,Arizona
1559,Maricopa County,3620,Arizona
1560,Maricopa County,3203,Arizona
1561,Maricopa County,3945,Arizona
1562,Maricopa County,3911,Arizona
1563,Maricopa County,2863,Arizona
1564,Maricopa County,2951,Arizona
1565,Maricopa County,5049,Arizona
1566,Maricopa County,3412,Arizona
1567,Maricopa County,6328,Arizona
1568,Maricopa County,5525,Arizona
1569,Maricopa County,4013,Arizona
1570,Maricopa County,6623,Arizona
1571,Maricopa County,3364,Arizona
1572,Maricopa County,2960,Arizona
1573,Maricopa County,4911,Arizona
1574,Maricopa County,3210,Arizona
1575,Maricopa County,3384,Arizona
1576,Maricopa County,7162,Arizona
1577,Maricopa County,4342,Arizona
1578,Maricopa County,5476,Arizona
1579,Maricopa County,5634,Arizona
1580,Maricopa County,4546,Arizona
1581,Maricopa County,6826,Arizona
1582,Maricopa County,2892,Arizona
1583,Maricopa County,5037,Arizona
1584,Maricopa County,6004,Arizona
1585,Maricopa County,2581,Arizona
1586,Maricopa County,4019,Arizona
1587,Maricopa County,2155,Arizona
1588,Maricopa County,4762,Arizona
1589,Maricopa County,5156,Arizona
1590,Maricopa County,4377,Arizona
1591,Maricopa County,2733,Arizona
1592,Maricopa County,5921,Arizona
1593,Maricopa County,4460,Arizona
1594,Maricopa County,4055,Arizona
1595,Maricopa County,10412,Arizona
1596,Maricopa County,6671,Arizona
1597,Maricopa County,6386,Arizona
1598,Maricopa County,4420,Arizona
1599,Maricopa County,3167,Arizona
1600,Maricopa County,2968,Arizona
1601,Maricopa County,2874,Arizona
1602,Maricopa County,5318,Arizona
1603,Maricopa County,5500,Arizona
1604,Maricopa County,7052,Arizona
1605,Maricopa County,4700,Arizona
1606,Maricopa County,6763,Arizona
1607,Maricopa County,6520,Arizona
1608,Maricopa County,6465,Arizona
1609,Maricopa County,6047,Arizona
1610,Maricopa County,2898,Arizona
1611,Maricopa County,5065,Arizona
1612,Maricopa County,4644,Arizona
1613,Maricopa County,3454,Arizona
1614,Maricopa County,5011,Arizona
1615,Maricopa County,3627,Arizona
1616,Maricopa County,4036,Arizona
1617,Maricopa County,2179,Arizona
1618,Maricopa County,4013,Arizona
1619,Maricopa County,4433,Arizona
1620,Maricopa County,3280,Arizona
1621,Maricopa County,5542,Arizona
1622,Maricopa County,5031,Arizona
1623,Maricopa County,4283,Arizona
1624,Maricopa County,3755,Arizona
1625,Maricopa County,5320,Arizona
1626,Maricopa County,4089,Arizona
1627,Maricopa County,4266,Arizona
1628,Maricopa County,5342,Arizona
1629,Maricopa County,3400,Arizona
1630,Maricopa County,3775,Arizona
1631,Maricopa County,3873,Arizona
1632,Maricopa County,5707,Arizona
1633,Maricopa County,6154,Arizona
1634,Maricopa County,3070,Arizona
1635,Maricopa County,5655,Arizona
1636,Maricopa County,4499,Arizona
1637,Maricopa County,4736,Arizona
1638,Maricopa County,4808,Arizona
1639,Maricopa County,6164,Arizona
1640,Maricopa County,4575,Arizona
1641,Maricopa County,3245,Arizona
1642,Maricopa County,2928,Arizona
1643,Maricopa County,2587,Arizona
1644,Maricopa County,2565,Arizona
1645,Maricopa County,4256,Arizona
1646,Maricopa County,5051,Arizona
1647,Maricopa County,6824,Arizona
1648,Maricopa County,4035,Arizona
1649,Maricopa County,4280,Arizona
1650,Maricopa County,4088,Arizona
1651,Maricopa County,3236,Arizona
1652,Maricopa County,4833,Arizona
1653,Maricopa County,6621,Arizona
1654,Maricopa County,3006,Arizona
1655,Maricopa County,3035,Arizona
1656,Maricopa County,6608,Arizona
1657,Maricopa County,3491,Arizona
1658,Maricopa County,5953,Arizona
1659,Maricopa County,3003,Arizona
1660,Maricopa County,4382,Arizona
1661,Maricopa County,4748,Arizona
1662,Maricopa County,3198,Arizona
1663,Maricopa County,5788,Arizona
1664,Maricopa County,4302,Arizona
1665,Maricopa County,5988,Arizona
1666,Maricopa County,4495,Arizona
1667,Maricopa County,4782,Arizona
1668,Maricopa County,3854,Arizona
1669,Maricopa County,4981,Arizona
1670,Maricopa County,5114,Arizona
1671,Maricopa County,5589,Arizona
1672,Maricopa County,3272,Arizona
1673,Maricopa County,5308,Arizona
1674,Maricopa County,4817,Arizona
1675,Maricopa County,3226,Arizona
1676,Maricopa County,5689,Arizona
1677,Maricopa County,7032,Arizona
1678,Maricopa County,6965,Arizona
1679,Maricopa County,5192,Arizona
1680,Maricopa County,6956,Arizona
1681,Maricopa County,3609,Arizona
1682,Maricopa County,5228,Arizona
1683,Maricopa County,4646,Arizona
1684,Maricopa County,4251,Arizona
1685,Maricopa County,6036,Arizona
1686,Maricopa County,2395,Arizona
1687,Maricopa County,3717,Arizona
1688,Maricopa County,5377,Arizona
1689,Maricopa County,5636,Arizona
1690,Maricopa County,3472,Arizona
1691,Maricopa County,3330,Arizona
1692,Maricopa County,5883,Arizona
1693,Maricopa County,5958,Arizona
1694,Maricopa County,2022,Arizona
1695,Maricopa County,6085,Arizona
1696,Maricopa County,3858,Arizona
1697,Maricopa County,4534,Arizona
1698,Maricopa County,2125,Arizona
1699,Maricopa County,3740,Arizona
1700,Maricopa County,3473,Arizona
1701,Maricopa County,4764,Arizona
1702,Maricopa County,2482,Arizona
1703,Maricopa County,3872,Arizona
1704,Maricopa County,5691,Arizona
1705,Maricopa County,4390,Arizona
1706,Maricopa County,2833,Arizona
1707,Maricopa County,4058,Arizona
1708,Maricopa County,3473,Arizona
1709,Maricopa County,5573,Arizona
1710,Maricopa County,4463,Arizona
1711,Maricopa County,3078,Arizona
1712,Maricopa County,4619,Arizona
1713,Maricopa County,3546,Arizona
1714,Maricopa County,4378,Arizona
1715,Maricopa County,4269,Arizona
1716,Maricopa County,3063,Arizona
1717,Maricopa County,6342,Arizona
1718,Maricopa County,5594,Arizona
1719,Maricopa County,3973,Arizona
1720,Maricopa County,2493,Arizona
1721,Maricopa County,2146,Arizona
1722,Maricopa County,3443,Arizona
1723,Maricopa County,4471,Arizona
1724,Maricopa County,6118,Arizona
1725,Maricopa County,3419,Arizona
1726,Maricopa County,4062,Arizona
1727,Maricopa County,6750,Arizona
1728,Maricopa County,5004,Arizona
1729,Maricopa County,1830,Arizona
1730,Maricopa County,2570,Arizona
1731,Maricopa County,3799,Arizona
1732,Maricopa County,5263,Arizona
1733,Maricopa County,3279,Arizona
1734,Maricopa County,4702,Arizona
1735,Maricopa County,2698,Arizona
1736,Maricopa County,3296,Arizona
1737,Maricopa County,3569,Arizona
1738,Maricopa County,4014,Arizona
1739,Maricopa County,4101,Arizona
1740,Maricopa County,1405,Arizona
1741,Maricopa County,2230,Arizona
1742,Maricopa County,4266,Arizona
1743,Maricopa County,3746,Arizona
1744,Maricopa County,7946,Arizona
1745,Maricopa County,7772,Arizona
1746,Maricopa County,4759,Arizona
1747,Maricopa County,5941,Arizona
1748,Maricopa County,2594,Arizona
1749,Maricopa County,5692,Arizona
1750,Maricopa County,6340,Arizona
1751,Maricopa County,7005,Arizona
1752,Maricopa County,3706,Arizona
1753,Maricopa County,3520,Arizona
1754,Maricopa County,3060,Arizona
1755,Maricopa County,4155,Arizona
1756,Maricopa County,2382,Arizona
1757,Maricopa County,3501,Arizona
1758,Maricopa County,3242,Arizona
1759,Maricopa County,2126,Arizona
1760,Maricopa County,3548,Arizona
1761,Maricopa County,3652,Arizona
1762,Maricopa County,2880,Arizona
1763,Maricopa County,5184,Arizona
1764,Maricopa County,2459,Arizona
1765,Maricopa County,3440,Arizona
1766,Maricopa County,2946,Arizona
1767,Maricopa County,5536,Arizona
1768,Maricopa County,2091,Arizona
1769,Maricopa County,2669,Arizona
1770,Maricopa County,5083,Arizona
1771,Maricopa County,4961,Arizona
1772,Maricopa County,4509,Arizona
1773,Maricopa County,5622,Arizona
1774,Maricopa County,3705,Arizona
1775,Maricopa County,5905,Arizona
1776,Maricopa County,3421,Arizona
1777,Maricopa County,5507,Arizona
1778,Maricopa County,8387,Arizona
1779,Maricopa County,5950,Arizona
1780,Maricopa County,6253,Arizona
1781,Maricopa County,7061,Arizona
1782,Maricopa County,5660,Arizona
1783,Maricopa County,4251,Arizona
1784,Maricopa County,9226,Arizona
1785,Maricopa County,5941,Arizona
1786,Maricopa County,3196,Arizona
1787,Maricopa County,2920,Arizona
1788,Maricopa County,2460,Arizona
1789,Maricopa County,4744,Arizona
1790,Maricopa County,5383,Arizona
1791,Maricopa County,8331,Arizona
1792,Maricopa County,4740,Arizona
1793,Maricopa County,3565,Arizona
1794,Maricopa County,6565,Arizona
1795,Maricopa County,5355,Arizona
1796,Maricopa County,2952,Arizona
1797,Maricopa County,2552,Arizona
1798,Maricopa County,4732,Arizona
1799,Maricopa County,2589,Arizona
1800,Maricopa County,4273,Arizona
1801,Maricopa County,5710,Arizona
1802,Maricopa County,2141,Arizona
1803,Maricopa County,3520,Arizona
1804,Maricopa County,5359,Arizona
1805,Maricopa County,4648,Arizona
1806,Maricopa County,4117,Arizona
1807,Maricopa County,5744,Arizona
1808,Maricopa County,2155,Arizona
1809,Maricopa County,1642,Arizona
1810,Maricopa County,2372,Arizona
1811,Maricopa County,5972,Arizona
1812,Maricopa County,4722,Arizona
1813,Maricopa County,4600,Arizona
1814,Maricopa County,2211,Arizona
1815,Maricopa County,6184,Arizona
1816,Maricopa County,3271,Arizona
1817,Maricopa County,5123,Arizona
1818,Maricopa County,6047,Arizona
1819,Maricopa County,4051,Arizona
1820,Maricopa County,2315,Arizona
1821,Maricopa County,3778,Arizona
1822,Maricopa County,4360,Arizona
1823,Maricopa County,4074,Arizona
1824,Maricopa County,5743,Arizona
1825,Maricopa County,7761,Arizona
1826,Maricopa County,6425,Arizona
1827,Maricopa County,5463,Arizona
1828,Maricopa County,6087,Arizona
1829,Maricopa County,9073,Arizona
1830,Maricopa County,4545,Arizona
1831,Maricopa County,9550,Arizona
1832,Maricopa County,2762,Arizona
1833,Maricopa County,2223,Arizona
1834,Maricopa County,11539,Arizona
1835,Maricopa County,4896,Arizona
1836,Maricopa County,9513,Arizona
1837,Maricopa County,1455,Arizona
1838,Maricopa County,9568,Arizona
1839,Maricopa County,4891,Arizona
1840,Maricopa County,3234,Arizona
1841,Maricopa County,7562,Arizona
1842,Maricopa County,6740,Arizona
1843,Maricopa County,5159,Arizona
1844,Maricopa County,2163,Arizona
1845,Maricopa County,3360,Arizona
1846,Maricopa County,2964,Arizona
1847,Maricopa County,2156,Arizona
1848,Maricopa County,2733,Arizona
1849,Maricopa County,5423,Arizona
1850,Maricopa County,304,Arizona
1851,Maricopa County,4841,Arizona
1852,Maricopa County,3280,Arizona
1853,Maricopa County,4605,Arizona
1854,Maricopa County,4026,Arizona
1855,Maricopa County,8278,Arizona
1856,Maricopa County,2096,Arizona
1857,Maricopa County,0,Arizona
1858,Maricopa County,1040,Arizona
1859,Maricopa County,2019,Arizona
1860,Maricopa County,1862,Arizona
1861,Maricopa County,1284,Arizona
1862,Maricopa County,568,Arizona
1863,Maricopa County,3186,Arizona
1864,Maricopa County,1760,Arizona
1865,Maricopa County,1854,Arizona
1866,Maricopa County,3565,Arizona
1867,Maricopa County,1835,Arizona
1868,Maricopa County,5026,Arizona
1869,Maricopa County,3776,Arizona
1870,Maricopa County,2374,Arizona
1871,Maricopa County,2833,Arizona
1872,Maricopa County,3169,Arizona
1873,Maricopa County,2509,Arizona
1874,Maricopa County,4015,Arizona
1875,Maricopa County,4525,Arizona
1876,Maricopa County,6813,Arizona
1877,Maricopa County,4275,Arizona
1878,Maricopa County,3695,Arizona
1879,Maricopa County,5858,Arizona
1880,Maricopa County,5984,Arizona
1881,Maricopa County,3925,Arizona
1882,Maricopa County,5568,Arizona
1883,Maricopa County,5109,Arizona
1884,Maricopa County,3747,Arizona
1885,Maricopa County,4693,Arizona
1886,Maricopa County,7165,Arizona
1887,Maricopa County,5749,Arizona
1888,Maricopa County,5594,Arizona
1889,Maricopa County,8861,Arizona
1890,Maricopa County,6948,Arizona
1891,Maricopa County,5011,Arizona
1892,Maricopa County,6471,Arizona
1893,Maricopa County,7267,Arizona
1894,Maricopa County,3015,Arizona
1895,Maricopa County,4364,Arizona
1896,Maricopa County,4814,Arizona
1897,Maricopa County,5482,Arizona
1898,Maricopa County,3697,Arizona
1899,Maricopa County,5693,Arizona
1900,Maricopa County,7059,Arizona
1901,Maricopa County,8928,Arizona
1902,Maricopa County,4889,Arizona
1903,Maricopa County,7974,Arizona
1904,Maricopa County,2952,Arizona
1905,Maricopa County,4912,Arizona
1906,Maricopa County,2697,Arizona
1907,Maricopa County,4907,Arizona
1908,Maricopa County,2201,Arizona
1909,Maricopa County,6893,Arizona
1910,Maricopa County,6315,Arizona
1911,Maricopa County,3857,Arizona
1912,Maricopa County,2093,Arizona
1913,Maricopa County,3488,Arizona
1914,Maricopa County,3098,Arizona
1915,Maricopa County,7300,Arizona
1916,Maricopa County,4073,Arizona
1917,Maricopa County,3614,Arizona
1918,Maricopa County,4904,Arizona
1919,Maricopa County,3786,Arizona
1920,Maricopa County,4634,Arizona
1921,Maricopa County,4291,Arizona
1922,Maricopa County,1886,Arizona
1923,Maricopa County,3274,Arizona
1924,Maricopa County,4267,Arizona
1925,Maricopa County,343,Arizona
1926,Maricopa County,2586,Arizona
1927,Maricopa County,2622,Arizona
1928,Maricopa County,6011,Arizona
1929,Maricopa County,2287,Arizona
1930,Maricopa County,1134,Arizona
1931,Maricopa County,1265,Arizona
1932,Maricopa County,3377,Arizona
1933,Maricopa County,5230,Arizona
1934,Maricopa County,5368,Arizona
1935,Maricopa County,1460,Arizona
1936,Maricopa County,4182,Arizona
1937,Maricopa County,6186,Arizona
1938,Maricopa County,6788,Arizona
1939,Maricopa County,6229,Arizona
1940,Maricopa County,4721,Arizona
1941,Maricopa County,6309,Arizona
1942,Maricopa County,4306,Arizona
1943,Maricopa County,4485,Arizona
1944,Maricopa County,5040,Arizona
1945,Maricopa County,3274,Arizona
1946,Maricopa County,2968,Arizona
1947,Maricopa County,1921,Arizona
1948,Maricopa County,4710,Arizona
1949,Maricopa County,2109,Arizona
1950,Maricopa County,2630,Arizona
1951,Maricopa County,4139,Arizona
1952,Maricopa County,5249,Arizona
1953,Maricopa County,5205,Arizona
1954,Maricopa County,4020,Arizona
1955,Maricopa County,4787,Arizona
1956,Maricopa County,3571,Arizona
1957,Maricopa County,3763,Arizona
1958,Maricopa County,3090,Arizona
1959,Maricopa County,4350,Arizona
1960,Maricopa County,2215,Arizona
1961,Maricopa County,7041,Arizona
1962,Maricopa County,7091,Arizona
1963,Maricopa County,6377,Arizona
1964,Maricopa County,6093,Arizona
1965,Maricopa County,4353,Arizona
1966,Maricopa County,3910,Arizona
1967,Maricopa County,3086,Arizona
1968,Maricopa County,5018,Arizona
1969,Maricopa County,3321,Arizona
1970,Maricopa County,4025,Arizona
1971,Maricopa County,4793,Arizona
1972,Maricopa County,5898,Arizona
1973,Maricopa County,2811,Arizona
1974,Maricopa County,3094,Arizona
1975,Maricopa County,1775,Arizona
1976,Maricopa County,3558,Arizona
1977,Maricopa County,3685,Arizona
1978,Maricopa County,3467,Arizona
1979,Maricopa County,3338,Arizona
1980,Maricopa County,3991,Arizona
1981,Maricopa County,2880,Arizona
1982,Maricopa County,5327,Arizona
1983,Maricopa County,5358,Arizona
1984,Maricopa County,6676,Arizona
1985,Maricopa County,4431,Arizona
1986,Maricopa County,6093,Arizona
1987,Maricopa County,2075,Arizona
1988,Maricopa County,7435,Arizona
1989,Maricopa County,4179,Arizona
1990,Maricopa County,5136,Arizona
1991,Maricopa County,3691,Arizona
1992,Maricopa County,3417,Arizona
1993,Maricopa County,6691,Arizona
1994,Maricopa County,6695,Arizona
1995,Maricopa County,8750,Arizona
1996,Maricopa County,3266,Arizona
1997,Maricopa County,4798,Arizona
1998,Maricopa County,6356,Arizona
1999,Maricopa County,6049,Arizona
2000,Maricopa County,3324,Arizona
2001,Maricopa County,2880,Arizona
2002,Maricopa County,6454,Arizona
2003,Maricopa County,3973,Arizona
2004,Maricopa County,4718,Arizona
2005,Maricopa County,3739,Arizona
2006,Maricopa County,6076,Arizona
2007,Maricopa County,6362,Arizona
2008,Maricopa County,4397,Arizona
2009,Maricopa County,1645,Arizona
2010,Maricopa County,3551,Arizona
2011,Maricopa County,5913,Arizona
2012,Maricopa County,6624,Arizona
2013,Maricopa County,2943,Arizona
2014,Maricopa County,6299,Arizona
2015,Maricopa County,5138,Arizona
2016,Maricopa County,5515,Arizona
2017,Maricopa County,3274,Arizona
2018,Maricopa County,2262,Arizona
2019,Maricopa County,2477,Arizona
2020,Maricopa County,2489,Arizona
2021,Maricopa County,4961,Arizona
2022,Maricopa County,8033,Arizona
2023,Maricopa County,6270,Arizona
2024,Maricopa County,7309,Arizona
2025,Maricopa County,2972,Arizona
2026,Maricopa County,5988,Arizona
2027,Maricopa County,5935,Arizona
2028,Maricopa County,6716,Arizona
2029,Maricopa County,1709,Arizona
2030,Maricopa County,4481,Arizona
2031,Maricopa County,5139,Arizona
2032,Maricopa County,3921,Arizona
2033,Maricopa County,3262,Arizona
2034,Maricopa County,3038,Arizona
2035,Maricopa County,3934,Arizona
2036,Maricopa County,3015,Arizona
2037,Maricopa County,2578,Arizona
2038,Maricopa County,5296,Arizona
2039,Maricopa County,3532,Arizona
2040,Maricopa County,2837,Arizona
2041,Maricopa County,5456,Arizona
2042,Maricopa County,4142,Arizona
2043,Maricopa County,5491,Arizona
2044,Maricopa County,4224,Arizona
2045,Maricopa County,3007,Arizona
2046,Maricopa County,1991,Arizona
2047,Maricopa County,3585,Arizona
2048,Maricopa County,1856,Arizona
2049,Maricopa County,4040,Arizona
2050,Maricopa County,2292,Arizona
2051,Maricopa County,5117,Arizona
2052,Maricopa County,4420,Arizona
2053,Maricopa County,1256,Arizona
2054,Maricopa County,4451,Arizona
2055,Maricopa County,2798,Arizona
2056,Maricopa County,6757,Arizona
2057,Maricopa County,3782,Arizona
2058,Maricopa County,3474,Arizona
2059,Maricopa County,5279,Arizona
2060,Maricopa County,4096,Arizona
2061,Maricopa County,4367,Arizona
2062,Maricopa County,4690,Arizona
2063,Maricopa County,3752,Arizona
2064,Maricopa County,4848,Arizona
2065,Maricopa County,2403,Arizona
2066,Maricopa County,4261,Arizona
2067,Maricopa County,3231,Arizona
2068,Maricopa County,3709,Arizona
2069,Maricopa County,4913,Arizona
2070,Maricopa County,3751,Arizona
2071,Maricopa County,3793,Arizona
2072,Maricopa County,4011,Arizona
2073,Maricopa County,3000,Arizona
2074,Maricopa County,4389,Arizona
2075,Maricopa County,7091,Arizona
2076,Maricopa County,5096,Arizona
2077,Maricopa County,4098,Arizona
2078,Maricopa County,6284,Arizona
2079,Maricopa County,5360,Arizona
2080,Maricopa County,3019,Arizona
2081,Maricopa County,2480,Arizona
2082,Maricopa County,3647,Arizona
2083,Maricopa County,3263,Arizona
2084,Maricopa County,4008,Arizona
2085,Maricopa County,4700,Arizona
2086,Maricopa County,4551,Arizona
2087,Maricopa County,4291,Arizona
2088,Maricopa County,2864,Arizona
2089,Maricopa County,5134,Arizona
2090,Maricopa County,3981,Arizona
2091,Maricopa County,6538,Arizona
2092,Maricopa County,4658,Arizona
2093,Maricopa County,3904,Arizona
2094,Maricopa County,4824,Arizona
2095,Maricopa County,4527,Arizona
2096,Maricopa County,6602,Arizona
2097,Maricopa County,3795,Arizona
2098,Maricopa County,6847,Arizona
2099,Maricopa County,4086,Arizona
2100,Maricopa County,5049,Arizona
2101,Maricopa County,2939,Arizona
2102,Maricopa County,1422,Arizona
2103,Maricopa County,6731,Arizona
2104,Maricopa County,5569,Arizona
2105,Maricopa County,2656,Arizona
2106,Maricopa County,4378,Arizona
2107,Maricopa County,2738,Arizona
2108,Maricopa County,1996,Arizona
2109,Maricopa County,5940,Arizona
2110,Maricopa County,3589,Arizona
2111,Maricopa County,2872,Arizona
2112,Maricopa County,3016,Arizona
2113,Maricopa County,1996,Arizona
2114,Maricopa County,3872,Arizona
2115,Maricopa County,2261,Arizona
2116,Maricopa County,5800,Arizona
2117,Maricopa County,5053,Arizona
2118,Maricopa County,2878,Arizona
2119,Maricopa County,5471,Arizona
2120,Maricopa County,4416,Arizona
2121,Maricopa County,5486,Arizona
2122,Maricopa County,4859,Arizona
2123,Maricopa County,2881,Arizona
2124,Maricopa County,5478,Arizona
2125,Maricopa County,4735,Arizona
2126,Maricopa County,4235,Arizona
2127,Maricopa County,6150,Arizona
2128,Maricopa County,6173,Arizona
2129,Maricopa County,7167,Arizona
2130,Maricopa County,5098,Arizona
2131,Maricopa County,5008,Arizona
2132,Maricopa County,4558,Arizona
2133,Maricopa County,3367,Arizona
2134,Maricopa County,5325,Arizona
2135,Maricopa County,3279,Arizona
2136,Maricopa County,2847,Arizona
2137,Maricopa County,5033,Arizona
2138,Maricopa County,4348,Arizona
2139,Maricopa County,5276,Arizona
2140,Maricopa County,10490,Arizona
2141,Maricopa County,4394,Arizona
2142,Maricopa County,4508,Arizona
2143,Maricopa County,2862,Arizona
2144,Maricopa County,7138,Arizona
2145,Maricopa County,4900,Arizona
2146,Maricopa County,5912,Arizona
2147,Maricopa County,2775,Arizona
2148,Maricopa County,3113,Arizona
2149,Maricopa County,4530,Arizona
2150,Maricopa County,4282,Arizona
2151,Maricopa County,6443,Arizona
2152,Maricopa County,2645,Arizona
2153,Maricopa County,3892,Arizona
2154,Maricopa County,2898,Arizona
2155,Maricopa County,3765,Arizona
2156,Maricopa County,3541,Arizona
2157,Maricopa County,3331,Arizona
2158,Maricopa County,5217,Arizona
2159,Maricopa County,4530,Arizona
2160,Maricopa County,4031,Arizona
2161,Maricopa County,3222,Arizona
2162,Maricopa County,4685,Arizona
2163,Maricopa County,1705,Arizona
2164,Maricopa County,2741,Arizona
2165,Maricopa County,3930,Arizona
2166,Maricopa County,4278,Arizona
2167,Maricopa County,3589,Arizona
2168,Maricopa County,4566,Arizona
2169,Maricopa County,7034,Arizona
2170,Maricopa County,5463,Arizona
2171,Maricopa County,6361,Arizona
2172,Maricopa County,8568,Arizona
2173,Maricopa County,11688,Arizona
2174,Maricopa County,1161,Arizona
2175,Maricopa County,4286,Arizona
2176,Maricopa County,5136,Arizona
2177,Maricopa County,4857,Arizona
2178,Maricopa County,5959,Arizona
2179,Maricopa County,6708,Arizona
2180,Maricopa County,4724,Arizona
2181,Maricopa County,5738,Arizona
2182,Maricopa County,5450,Arizona
2183,Maricopa County,5336,Arizona
2184,Maricopa County,5350,Arizona
2185,Maricopa County,8105,Arizona
2186,Maricopa County,807,Arizona
2187,Maricopa County,7366,Arizona
2188,Maricopa County,10012,Arizona
2189,Maricopa County,5602,Arizona
2190,Maricopa County,6159,Arizona
2191,Maricopa County,5944,Arizona
2192,Maricopa County,7279,Arizona
2193,Maricopa County,4499,Arizona
